t_center_ns,dt_ns,count
0.1433782534,0.28530013,382
0.4286783834,0.28530013,429
0.7139785134,0.28530013,451
0.9992786434,0.28530013,482
1.284578773,0.28530013,501
1.569878903,0.28530013,498
1.855179033,0.28530013,523
2.140479163,0.28530013,582
2.425779293,0.28530013,521
2.711079423,0.28530013,597
2.996379553,0.28530013,628
3.281679683,0.28530013,609
3.566979813,0.28530013,680
3.852279943,0.28530013,608
4.137580073,0.28530013,745
4.422880203,0.28530013,694
4.708180333,0.28530013,748
4.993480463,0.28530013,737
5.278780593,0.28530013,778
5.564080723,0.28530013,847
5.849380853,0.28530013,825
6.134680983,0.28530013,883
6.419981113,0.28530013,872
6.705281243,0.28530013,950
6.990581373,0.28530013,911
7.275881503,0.28530013,978
7.561181633,0.28530013,977
7.846481763,0.28530013,1014
8.131781893,0.28530013,997
8.417082023,0.28530013,1075
8.702382153,0.28530013,1061
8.987682283,0.28530013,1080
9.272982413,0.28530013,1070
9.558282543,0.28530013,1137
9.843582673,0.28530013,1176
10.1288828,0.28530013,1117
10.41418293,0.28530013,1101
10.69948306,0.28530013,1210
10.98478319,0.28530013,1201
11.27008332,0.28530013,1193
11.55538345,0.28530013,1175
11.84068358,0.28530013,1182
12.12598371,0.28530013,1251
12.41128384,0.28530013,1305
12.69658397,0.28530013,1200
12.9818841,0.28530013,1260
13.26718423,0.28530013,1213
13.55248436,0.28530013,1274
13.83778449,0.28530013,1291
14.12308462,0.28530013,1339
14.40838475,0.28530013,1241
14.69368488,0.28530013,1254
14.97898501,0.28530013,1250
15.26428514,0.28530013,1278
15.54958527,0.28530013,1257
15.8348854,0.28530013,1273
16.12018553,0.28530013,1252
16.40548566,0.28530013,1225
16.69078579,0.28530013,1241
16.97608592,0.28530013,1201
17.26138605,0.28530013,1156
17.54668618,0.28530013,1214
17.83198631,0.28530013,1230
18.11728644,0.28530013,1190
18.40258657,0.28530013,1229
18.6878867,0.28530013,1197
18.97318683,0.28530013,1234
19.25848696,0.28530013,1167
19.54378709,0.28530013,1165
19.82908722,0.28530013,1178
20.11438735,0.28530013,1088
20.39968748,0.28530013,1142
20.68498761,0.28530013,1133
20.97028774,0.28530013,1163
21.25558787,0.28530013,1087
21.540888,0.28530013,1125
21.82618813,0.28530013,1123
22.11148826,0.28530013,1147
22.39678839,0.28530013,1124
22.68208852,0.28530013,1219
22.96738865,0.28530013,1088
23.25268878,0.28530013,1162
23.53798891,0.28530013,1077
23.82328904,0.28530013,1151
24.10858917,0.28530013,1092
24.3938893,0.28530013,1128
24.67918943,0.28530013,1175
24.96448956,0.28530013,1035
25.24978969,0.28530013,1107
25.53508982,0.28530013,1088
25.82038995,0.28530013,1119
