t_center_ns,dt_ns,count
0.1546373878,0.3045942112,83
0.459231599,0.3045942112,104
0.7638258102,0.3045942112,81
1.068420021,0.3045942112,85
1.373014233,0.3045942112,122
1.677608444,0.3045942112,117
1.982202655,0.3045942112,128
2.286796866,0.3045942112,119
2.591391077,0.3045942112,138
2.895985289,0.3045942112,132
3.2005795,0.3045942112,142
3.505173711,0.3045942112,145
3.809767922,0.3045942112,168
4.114362134,0.3045942112,184
4.418956345,0.3045942112,187
4.723550556,0.3045942112,186
5.028144767,0.3045942112,189
5.332738978,0.3045942112,195
5.63733319,0.3045942112,182
5.941927401,0.3045942112,203
6.246521612,0.3045942112,202
6.551115823,0.3045942112,207
6.855710034,0.3045942112,233
7.160304246,0.3045942112,220
7.464898457,0.3045942112,273
7.769492668,0.3045942112,260
8.074086879,0.3045942112,232
8.37868109,0.3045942112,289
8.683275302,0.3045942112,265
8.987869513,0.3045942112,301
9.292463724,0.3045942112,313
9.597057935,0.3045942112,286
9.901652146,0.3045942112,307
10.20624636,0.3045942112,334
10.51084057,0.3045942112,308
10.81543478,0.3045942112,331
11.12002899,0.3045942112,328
11.4246232,0.3045942112,297
11.72921741,0.3045942112,326
12.03381162,0.3045942112,344
12.33840584,0.3045942112,366
12.64300005,0.3045942112,348
12.94759426,0.3045942112,332
13.25218847,0.3045942112,344
13.55678268,0.3045942112,385
13.86137689,0.3045942112,398
14.1659711,0.3045942112,385
14.47056531,0.3045942112,376
14.77515953,0.3045942112,373
15.07975374,0.3045942112,365
15.38434795,0.3045942112,388
15.68894216,0.3045942112,361
15.99353637,0.3045942112,379
16.29813058,0.3045942112,356
16.60272479,0.3045942112,404
16.907319,0.3045942112,362
17.21191322,0.3045942112,353
17.51650743,0.3045942112,387
17.82110164,0.3045942112,378
18.12569585,0.3045942112,384
18.43029006,0.3045942112,396
18.73488427,0.3045942112,412
19.03947848,0.3045942112,359
19.34407269,0.3045942112,376
19.64866691,0.3045942112,352
19.95326112,0.3045942112,354
20.25785533,0.3045942112,357
20.56244954,0.3045942112,387
20.86704375,0.3045942112,356
21.17163796,0.3045942112,367
21.47623217,0.3045942112,333
21.78082638,0.3045942112,381
22.08542059,0.3045942112,309
22.39001481,0.3045942112,355
22.69460902,0.3045942112,352
22.99920323,0.3045942112,323
23.30379744,0.3045942112,379
23.60839165,0.3045942112,316
23.91298586,0.3045942112,324
24.21758007,0.3045942112,371
24.52217428,0.3045942112,372
24.8267685,0.3045942112,363
25.13136271,0.3045942112,327
25.43595692,0.3045942112,339
25.74055113,0.3045942112,322
26.04514534,0.3045942112,361
26.34973955,0.3045942112,343
26.65433376,0.3045942112,356
26.95892797,0.3045942112,368
27.26352219,0.3045942112,343
27.5681164,0.3045942112,367
27.87271061,0.3045942112,314
28.17730482,0.3045942112,340
28.48189903,0.3045942112,357
28.78649324,0.3045942112,320
29.09108745,0.3045942112,341
29.39568166,0.3045942112,353
29.70027587,0.3045942112,353
30.00487009,0.3045942112,322
30.3094643,0.3045942112,334
30.61405851,0.3045942112,349
30.91865272,0.3045942112,313
31.22324693,0.3045942112,338
31.52784114,0.3045942112,325
31.83243535,0.3045942112,327
32.13702956,0.3045942112,343
32.44162378,0.3045942112,328
32.74621799,0.3045942112,359
33.0508122,0.3045942112,357
33.35540641,0.3045942112,338
33.66000062,0.3045942112,333
33.96459483,0.3045942112,336
34.26918904,0.3045942112,335
34.57378325,0.3045942112,354
34.87837747,0.3045942112,323
35.18297168,0.3045942112,309
35.48756589,0.3045942112,323
35.7921601,0.3045942112,307
36.09675431,0.3045942112,323
36.40134852,0.3045942112,322
36.70594273,0.3045942112,328
37.01053694,0.3045942112,323
37.31513116,0.3045942112,331
37.61972537,0.3045942112,331
37.92431958,0.3045942112,333
38.22891379,0.3045942112,318
38.533508,0.3045942112,322
38.83810221,0.3045942112,309
39.14269642,0.3045942112,317
39.44729063,0.3045942112,318
39.75188484,0.3045942112,343
40.05647906,0.3045942112,330
40.36107327,0.3045942112,303
40.66566748,0.3045942112,308
40.97026169,0.3045942112,308
41.2748559,0.3045942112,303
41.57945011,0.3045942112,321
41.88404432,0.3045942112,328
42.18863853,0.3045942112,332
42.49323275,0.3045942112,339
42.79782696,0.3045942112,321
