r_cm,E_Vcm,alpha_invcm,phi_w
0.0048158,27581.5,653.044,0.738612
0.00482565,27525.4,651.292,0.738273
0.0048355,27469.6,649.547,0.737934
0.00484535,27413.9,647.807,0.737595
0.0048552,27358.5,646.074,0.737258
0.00486505,27303.3,644.346,0.736921
0.0048749,27248.4,642.624,0.736584
0.00488475,27193.7,640.909,0.736249
0.0048946,27139.1,639.199,0.735914
0.00490445,27084.9,637.495,0.73558
0.0049143,27030.8,635.798,0.735246
0.00492415,26976.9,634.106,0.734913
0.004934,26923.3,632.42,0.734581
0.00494385,26869.9,630.741,0.734249
0.0049537,26816.6,629.067,0.733918
0.00496355,26763.6,627.399,0.733588
0.0049734,26710.9,625.737,0.733258
0.00498325,26658.3,624.081,0.732929
0.0049931,26605.9,622.431,0.732601
0.00500295,26553.7,620.787,0.732273
0.0050128,26501.8,619.149,0.731946
0.00502265,26450,617.517,0.73162
0.0050325,26398.4,615.891,0.731294
0.00504235,26347.1,614.271,0.730969
0.0050522,26295.9,612.657,0.730645
0.00506205,26245,611.049,0.730321
0.0050719,26194.2,609.446,0.729998
0.00508175,26143.7,607.85,0.729675
0.0050916,26093.3,606.259,0.729353
0.00510145,26043.1,604.675,0.729032
0.0051113,25993.2,603.096,0.728711
0.00512115,25943.4,601.523,0.728391
0.005131,25893.8,599.956,0.728072
0.00514085,25844.4,598.395,0.727753
0.0051507,25795.2,596.84,0.727434
0.00516055,25746.2,595.29,0.727117
0.0051704,25697.3,593.747,0.7268
0.00518025,25648.7,592.209,0.726483
0.0051901,25600.2,590.677,0.726167
0.00519995,25552,589.151,0.725852
0.0052098,25503.9,587.63,0.725538
0.00521965,25455.9,586.115,0.725223
0.0052295,25408.2,584.606,0.72491
0.00523935,25360.7,583.103,0.724597
0.0052492,25313.3,581.606,0.724285
0.00525905,25266.1,580.114,0.723973
0.0052689,25219.1,578.628,0.723662
0.00527875,25172.2,577.147,0.723352
0.0052886,25125.6,575.673,0.723042
0.00529845,25079.1,574.204,0.722732
0.0053083,25032.7,572.74,0.722423
0.00531815,24986.6,571.282,0.722115
0.005328,24940.6,569.83,0.721808
0.00533785,24894.8,568.384,0.7215
0.0053477,24849.2,566.943,0.721194
0.00535755,24803.7,565.507,0.720888
0.0053674,24758.4,564.077,0.720583
0.00537725,24713.2,562.653,0.720278
0.0053871,24668.3,561.234,0.719973
0.00539695,24623.5,559.821,0.71967
0.0054068,24578.8,558.413,0.719367
0.00541665,24534.3,557.011,0.719064
0.0054265,24490,555.614,0.718762
0.00543635,24445.9,554.222,0.71846
0.0054462,24401.9,552.836,0.718159
0.00545605,24358,551.455,0.717859
0.0054659,24314.3,550.08,0.717559
0.00547575,24270.8,548.71,0.71726
0.0054856,24227.5,547.346,0.716961
0.00549545,24184.2,545.986,0.716663
0.0055053,24141.2,544.632,0.716365
0.00551515,24098.3,543.284,0.716068
0.005525,24055.5,541.941,0.715771
0.00553485,24012.9,540.602,0.715475
0.0055447,23970.5,539.27,0.715179
0.00555455,23928.2,537.942,0.714884
0.0055644,23886.1,536.62,0.71459
0.00557425,23844.1,535.302,0.714296
0.0055841,23802.2,533.99,0.714002
0.00559395,23760.5,532.683,0.713709
0.0056038,23719,531.382,0.713417
0.00561365,23677.6,530.085,0.713125
0.0056235,23636.3,528.794,0.712833
0.00563335,23595.2,527.507,0.712542
0.0056432,23554.2,526.226,0.712252
0.00565305,23513.4,524.949,0.711962
0.0056629,23472.7,523.678,0.711672
0.00567275,23432.2,522.412,0.711383
0.0056826,23391.8,521.151,0.711095
0.00569245,23351.5,519.916,0.710807
0.0057023,23311.4,518.815,0.71052
0.00571215,23271.4,517.713,0.710233
0.005722,23231.6,516.611,0.709946
0.00573185,23191.8,515.508,0.70966
0.0057417,23152.3,514.405,0.709375
0.00575155,23112.8,513.301,0.70909
0.0057614,23073.5,512.197,0.708805
0.00577125,23034.4,511.092,0.708521
0.0057811,22995.3,509.987,0.708238
0.00579095,22956.4,508.882,0.707955
0.0058008,22917.7,507.777,0.707672
0.00581065,22879,506.672,0.70739
0.0058205,22840.5,505.567,0.707109
0.00583035,22802.2,504.461,0.706827
0.0058402,22763.9,503.356,0.706547
0.00585005,22725.8,502.251,0.706267
0.0058599,22687.8,501.146,0.705987
0.00586975,22650,500.041,0.705708
0.0058796,22612.2,498.936,0.705429
0.00588945,22574.6,497.832,0.705151
0.0058993,22537.2,496.728,0.704873
0.00590915,22499.8,495.625,0.704596
0.005919,22462.6,494.522,0.704319
0.00592885,22425.5,493.42,0.704042
0.0059387,22388.5,492.318,0.703766
0.00594855,22351.6,491.217,0.703491
0.0059584,22314.9,490.116,0.703216
0.00596825,22278.3,489.016,0.702941
0.0059781,22241.8,487.917,0.702667
0.00598795,22205.4,486.818,0.702393
0.0059978,22169.2,485.721,0.70212
0.00600765,22133,484.624,0.701847
0.0060175,22097,483.528,0.701575
0.00602735,22061.1,482.433,0.701303
0.0060372,22025.3,481.339,0.701031
0.00604705,21989.7,480.246,0.70076
0.0060569,21954.1,479.154,0.70049
0.00606675,21918.7,478.063,0.70022
0.0060766,21883.4,476.973,0.69995
0.00608645,21848.2,475.884,0.699681
0.0060963,21813.1,474.797,0.699412
0.00610615,21778.1,473.71,0.699143
0.006116,21743.3,472.625,0.698875
0.00612585,21708.5,471.541,0.698608
0.0061357,21673.9,470.459,0.698341
0.00614555,21639.4,469.378,0.698074
0.0061554,21604.9,468.298,0.697808
0.00616525,21570.6,467.22,0.697542
0.0061751,21536.4,466.143,0.697277
0.00618495,21502.4,465.067,0.697012
0.0061948,21468.4,463.993,0.696747
0.00620465,21434.5,462.921,0.696483
0.0062145,21400.8,461.849,0.696219
0.00622435,21367.1,460.78,0.695956
0.0062342,21333.6,459.712,0.695693
0.00624405,21300.1,458.646,0.695431
0.0062539,21266.8,457.581,0.695169
0.00626375,21233.6,456.518,0.694907
0.0062736,21200.4,455.457,0.694646
0.00628345,21167.4,454.397,0.694385
0.0062933,21134.5,453.339,0.694124
0.00630315,21101.7,452.283,0.693864
0.006313,21069,451.229,0.693605
0.00632285,21036.4,450.176,0.693346
0.0063327,21003.9,449.126,0.693087
0.00634255,20971.5,448.077,0.692829
0.0063524,20939.2,447.03,0.692571
0.00636225,20906.9,445.984,0.692313
0.0063721,20874.8,444.941,0.692056
0.00638195,20842.8,443.9,0.691799
0.0063918,20810.9,442.86,0.691543
0.00640165,20779.1,441.823,0.691287
0.0064115,20747.4,440.787,0.691031
0.00642135,20715.8,439.753,0.690776
0.0064312,20684.3,438.722,0.690521
0.00644105,20652.9,437.692,0.690267
0.0064509,20621.6,436.665,0.690013
0.00646075,20590.3,435.639,0.689759
0.0064706,20559.2,434.616,0.689506
0.00648045,20528.2,433.594,0.689253
0.0064903,20497.2,432.575,0.689
0.00650015,20466.4,431.557,0.688748
0.00651,20435.6,430.542,0.688496
0.00651985,20405,429.529,0.688245
0.0065297,20374.4,428.518,0.687994
0.00653955,20343.9,427.51,0.687744
0.0065494,20313.5,426.503,0.687493
0.00655925,20283.3,425.499,0.687243
0.0065691,20253.1,424.496,0.686994
0.00657895,20222.9,423.496,0.686745
0.0065888,20192.9,422.498,0.686496
0.00659865,20163,421.503,0.686248
0.0066085,20133.2,420.509,0.686
0.00661835,20103.4,419.518,0.685752
0.0066282,20073.8,418.529,0.685505
0.00663805,20044.2,417.543,0.685258
0.0066479,20014.7,416.558,0.685012
0.00665775,19985.3,415.576,0.684766
0.0066676,19956,414.596,0.68452
0.00667745,19926.8,413.618,0.684274
0.0066873,19897.6,412.643,0.684029
0.00669715,19868.6,411.67,0.683785
0.006707,19839.6,410.699,0.68354
0.00671685,19810.7,409.731,0.683296
0.0067267,19781.9,408.765,0.683053
0.00673655,19753.2,407.801,0.68281
0.0067464,19724.6,406.84,0.682567
0.00675625,19696.1,405.881,0.682324
0.0067661,19667.6,404.924,0.682082
0.00677595,19639.2,403.97,0.68184
0.0067858,19610.9,403.018,0.681599
0.00679565,19582.7,402.068,0.681357
0.0068055,19554.6,401.121,0.681117
0.00681535,19526.5,400.176,0.680876
0.0068252,19498.6,399.233,0.680636
0.00683505,19470.7,398.293,0.680396
0.0068449,19442.9,397.355,0.680157
0.00685475,19415.2,396.42,0.679918
0.0068646,19387.5,395.487,0.679679
0.00687445,19360,394.556,0.679441
0.0068843,19332.5,393.628,0.679203
0.00689415,19305.1,392.702,0.678965
0.006904,19277.7,391.779,0.678728
0.00691385,19250.5,390.858,0.678491
0.0069237,19223.3,389.939,0.678254
0.00693355,19196.2,389.023,0.678018
0.0069434,19169.2,388.11,0.677782
0.00695325,19142.3,387.198,0.677546
0.0069631,19115.4,386.289,0.677311
0.00697295,19088.6,385.383,0.677076
0.0069828,19061.9,384.479,0.676841
0.00699265,19035.3,383.577,0.676607
0.0070025,19008.7,382.678,0.676373
0.00701235,18982.2,381.781,0.676139
0.0070222,18955.8,380.887,0.675906
0.00703205,18929.5,379.995,0.675673
0.0070419,18903.2,379.105,0.67544
0.00705175,18877,378.218,0.675208
0.0070616,18850.9,377.333,0.674976
0.00707145,18824.8,376.451,0.674744
0.0070813,18798.9,375.571,0.674513
