r_cm,E_Vcm,alpha_invcm,phi_w
0.0091498,14557.3,239.034,0.628461
0.00915965,14541.8,238.531,0.628281
0.0091695,14526.4,238.029,0.6281
0.00917935,14511.1,237.528,0.62792
0.0091892,14495.7,237.027,0.62774
0.00919905,14480.4,236.527,0.627561
0.0092089,14465.1,236.028,0.627381
0.00921875,14449.9,235.53,0.627202
0.0092286,14434.7,235.032,0.627023
0.00923845,14419.5,234.536,0.626844
0.0092483,14404.4,234.04,0.626665
0.00925815,14389.3,233.544,0.626486
0.009268,14374.2,233.05,0.626308
0.00927785,14359.1,232.556,0.62613
0.0092877,14344.1,232.063,0.625952
0.00929755,14329.2,231.571,0.625774
0.0093074,14314.2,231.08,0.625596
0.00931725,14299.3,230.59,0.625419
0.0093271,14284.4,230.1,0.625242
0.00933695,14269.5,229.611,0.625065
0.0093468,14254.7,229.123,0.624888
0.00935665,14239.9,228.636,0.624711
0.0093665,14225.2,228.15,0.624535
0.00937635,14210.4,227.664,0.624358
0.0093862,14195.7,227.18,0.624182
0.00939605,14181.1,226.696,0.624006
0.0094059,14166.4,226.213,0.623831
0.00941575,14151.8,225.731,0.623655
0.0094256,14137.3,225.249,0.62348
0.00943545,14122.7,224.769,0.623304
0.0094453,14108.2,224.289,0.623129
0.00945515,14093.7,223.811,0.622955
0.009465,14079.3,223.333,0.62278
0.00947485,14064.8,222.856,0.622606
0.0094847,14050.5,222.38,0.622431
0.00949455,14036.1,221.904,0.622257
0.0095044,14021.8,221.43,0.622083
0.00951425,14007.5,220.957,0.62191
0.0095241,13993.2,220.484,0.621736
0.00953395,13978.9,220.012,0.621563
0.0095438,13964.7,219.541,0.621389
0.00955365,13950.5,219.071,0.621216
0.0095635,13936.4,218.602,0.621044
0.00957335,13922.3,218.134,0.620871
0.0095832,13908.2,217.667,0.620698
0.00959305,13894.1,217.2,0.620526
0.0096029,13880.1,216.735,0.620354
0.00961275,13866.1,216.27,0.620182
0.0096226,13852.1,215.807,0.62001
0.00963245,13838.1,215.344,0.619839
0.0096423,13824.2,214.882,0.619667
0.00965215,13810.3,214.421,0.619496
0.009662,13796.5,213.961,0.619325
0.00967185,13782.6,213.502,0.619154
0.0096817,13768.8,213.043,0.618983
0.00969155,13755,212.586,0.618813
0.0097014,13741.3,212.13,0.618642
0.00971125,13727.6,211.674,0.618472
0.0097211,13713.9,211.22,0.618302
0.00973095,13700.2,210.766,0.618132
0.0097408,13686.6,210.313,0.617962
0.00975065,13672.9,209.861,0.617793
0.0097605,13659.4,209.41,0.617624
0.00977035,13645.8,208.96,0.617454
0.0097802,13632.3,208.511,0.617285
0.00979005,13618.8,208.063,0.617117
0.0097999,13605.3,207.616,0.616948
0.00980975,13591.9,207.17,0.616779
0.0098196,13578.4,206.725,0.616611
0.00982945,13565,206.28,0.616443
0.0098393,13551.7,205.837,0.616275
0.00984915,13538.3,205.394,0.616107
0.009859,13525,204.953,0.61594
0.00986885,13511.7,204.512,0.615772
0.0098787,13498.5,204.072,0.615605
0.00988855,13485.3,203.634,0.615438
0.0098984,13472.1,203.196,0.615271
0.00990825,13458.9,202.759,0.615104
0.0099181,13445.7,202.323,0.614937
0.00992795,13432.6,201.888,0.614771
0.0099378,13419.5,201.454,0.614604
0.00994765,13406.4,201.021,0.614438
0.0099575,13393.4,200.589,0.614272
0.00996735,13380.4,200.157,0.614106
0.0099772,13367.4,199.727,0.613941
0.00998705,13354.4,199.298,0.613775
0.0099969,13341.5,198.869,0.61361
0.0100067,13328.5,198.442,0.613445
0.0100166,13315.6,198.016,0.61328
0.0100264,13302.8,197.59,0.613115
0.0100363,13289.9,197.165,0.61295
0.0100461,13277.1,196.742,0.612786
0.010056,13264.3,196.319,0.612621
0.0100658,13251.6,195.897,0.612457
0.0100757,13238.8,195.476,0.612293
0.0100855,13226.1,195.056,0.612129
0.0100954,13213.4,194.638,0.611965
0.0101052,13200.8,194.22,0.611802
0.0101151,13188.1,193.803,0.611638
0.0101249,13175.5,193.386,0.611475
0.0101348,13162.9,192.971,0.611312
0.0101446,13150.3,192.557,0.611149
0.0101545,13137.8,192.144,0.610987
0.0101643,13125.3,191.731,0.610824
0.0101742,13112.8,191.32,0.610661
0.010184,13100.3,190.91,0.610499
0.0101939,13087.9,190.5,0.610337
0.0102037,13075.5,190.092,0.610175
0.0102136,13063.1,189.684,0.610013
0.0102234,13050.7,189.277,0.609852
0.0102333,13038.3,188.872,0.60969
0.0102431,13026,188.467,0.609529
0.010253,13013.7,188.063,0.609368
0.0102628,13001.4,187.66,0.609206
0.0102727,12989.2,187.258,0.609046
0.0102825,12977,186.857,0.608885
0.0102924,12964.8,186.457,0.608724
0.0103022,12952.6,186.058,0.608564
0.0103121,12940.4,185.66,0.608404
0.0103219,12928.3,185.263,0.608244
0.0103318,12916.2,184.866,0.608084
0.0103416,12904.1,184.471,0.607924
0.0103515,12892,184.076,0.607764
0.0103613,12880,183.683,0.607605
0.0103712,12868,183.29,0.607445
0.010381,12856,182.899,0.607286
0.0103909,12844,182.508,0.607127
0.0104007,12832.1,182.118,0.606968
0.0104106,12820.1,181.729,0.606809
0.0104204,12808.2,181.341,0.606651
0.0104303,12796.3,180.955,0.606492
0.0104401,12784.5,180.568,0.606334
0.01045,12772.6,180.183,0.606176
0.0104598,12760.8,179.799,0.606018
0.0104697,12749,179.416,0.60586
0.0104795,12737.3,179.033,0.605702
0.0104894,12725.5,178.652,0.605545
0.0104992,12713.8,178.272,0.605387
0.0105091,12702.1,177.892,0.60523
0.0105189,12690.4,177.513,0.605073
0.0105288,12678.8,177.136,0.604916
0.0105386,12667.1,176.759,0.604759
0.0105485,12655.5,176.383,0.604603
0.0105583,12643.9,176.008,0.604446
0.0105682,12632.4,175.634,0.60429
0.010578,12620.8,175.261,0.604133
0.0105879,12609.3,174.888,0.603977
0.0105977,12597.8,174.517,0.603821
0.0106076,12586.3,174.147,0.603666
0.0106174,12574.8,173.777,0.60351
0.0106273,12563.4,173.409,0.603354
0.0106371,12552,173.041,0.603199
0.010647,12540.6,172.674,0.603044
0.0106568,12529.2,172.308,0.602889
0.0106667,12517.8,171.943,0.602734
0.0106765,12506.5,171.579,0.602579
0.0106864,12495.2,171.216,0.602424
0.0106962,12483.9,170.854,0.60227
0.0107061,12472.6,170.492,0.602116
0.0107159,12461.4,170.132,0.601961
0.0107258,12450.1,169.772,0.601807
0.0107356,12438.9,169.414,0.601653
0.0107455,12427.8,169.056,0.6015
0.0107553,12416.6,168.699,0.601346
0.0107652,12405.4,168.343,0.601192
0.010775,12394.3,167.988,0.601039
0.0107849,12383.2,167.633,0.600886
0.0107947,12372.1,167.28,0.600733
0.0108046,12361.1,166.928,0.60058
0.0108144,12350,166.576,0.600427
0.0108243,12339,166.225,0.600274
0.0108341,12328,165.876,0.600122
0.010844,12317,165.527,0.599969
0.0108538,12306,165.179,0.599817
0.0108637,12295.1,164.831,0.599665
0.0108735,12284.2,164.485,0.599513
0.0108834,12273.3,164.14,0.599361
0.0108932,12262.4,163.795,0.59921
0.0109031,12251.5,163.451,0.599058
0.0109129,12240.7,163.108,0.598907
0.0109228,12229.9,162.767,0.598755
0.0109326,12219.1,162.425,0.598604
0.0109425,12208.3,162.085,0.598453
0.0109523,12197.5,161.746,0.598302
0.0109622,12186.8,161.407,0.598151
0.010972,12176,161.07,0.598001
0.0109819,12165.3,160.733,0.59785
0.0109917,12154.6,160.397,0.5977
0.0110016,12144,160.062,0.59755
0.0110114,12133.3,159.728,0.5974
0.0110213,12122.7,159.394,0.59725
0.0110311,12112.1,159.062,0.5971
0.011041,12101.5,158.73,0.59695
0.0110508,12090.9,158.399,0.596801
0.0110607,12080.4,158.069,0.596651
0.0110705,12069.8,157.74,0.596502
0.0110804,12059.3,157.412,0.596353
0.0110902,12048.8,157.084,0.596204
0.0111001,12038.3,156.758,0.596055
0.0111099,12027.9,156.432,0.595907
0.0111198,12017.4,156.107,0.595758
0.0111296,12007,155.783,0.595609
0.0111395,11996.6,155.46,0.595461
0.0111493,11986.2,155.137,0.595313
0.0111592,11975.9,154.815,0.595165
0.011169,11965.5,154.495,0.595017
0.0111789,11955.2,154.175,0.594869
0.0111887,11944.9,153.856,0.594721
0.0111986,11934.6,153.537,0.594574
0.0112084,11924.3,153.22,0.594426
0.0112183,11914.1,152.903,0.594279
0.0112281,11903.8,152.587,0.594132
0.011238,11893.6,152.272,0.593985
0.0112478,11883.4,151.958,0.593838
0.0112577,11873.2,151.644,0.593691
0.0112675,11863.1,151.332,0.593545
0.0112774,11852.9,151.02,0.593398
0.0112872,11842.8,150.709,0.593252
0.0112971,11832.7,150.399,0.593105
0.0113069,11822.6,150.089,0.592959
0.0113168,11812.5,149.781,0.592813
0.0113266,11802.4,149.473,0.592667
0.0113365,11792.4,149.166,0.592522
0.0113463,11782.4,148.86,0.592376
0.0113562,11772.4,148.554,0.592231
0.011366,11762.4,148.25,0.592085
0.0113759,11752.4,147.946,0.59194
0.0113857,11742.5,147.643,0.591795
0.0113956,11732.5,147.341,0.59165
0.0114054,11722.6,147.039,0.591505
0.0114153,11712.7,146.738,0.59136
0.0114251,11702.8,146.438,0.591216
0.011435,11693,146.139,0.591071
0.0114448,11683.1,145.841,0.590927
0.0114547,11673.3,145.543,0.590782
0.0114645,11663.5,145.247,0.590638
0.0114744,11653.7,144.951,0.590494
0.0114842,11643.9,144.655,0.59035
0.0114941,11634.1,144.361,0.590207
0.0115039,11624.4,144.067,0.590063
0.0115138,11614.6,143.774,0.58992
0.0115236,11604.9,143.482,0.589776
0.0115335,11595.2,143.191,0.589633
0.0115433,11585.6,142.9,0.58949
0.0115532,11575.9,142.61,0.589347
0.011563,11566.2,142.321,0.589204
0.0115729,11556.6,142.032,0.589061
0.0115827,11547,141.745,0.588919
0.0115926,11537.4,141.458,0.588776
0.0116024,11527.8,141.172,0.588634
0.0116123,11518.3,140.886,0.588491
0.0116221,11508.7,140.602,0.588349
0.011632,11499.2,140.318,0.588207
0.0116418,11489.7,140.035,0.588065
0.0116517,11480.2,139.752,0.587923
0.0116615,11470.7,139.47,0.587782
0.0116714,11461.2,139.189,0.58764
0.0116812,11451.8,138.909,0.587499
0.0116911,11442.3,138.63,0.587357
0.0117009,11432.9,138.351,0.587216
0.0117108,11423.5,138.073,0.587075
0.0117206,11414.1,137.796,0.586934
0.0117305,11404.8,137.519,0.586793
0.0117403,11395.4,137.243,0.586653
0.0117502,11386.1,136.968,0.586512
0.01176,11376.7,136.694,0.586372
0.0117699,11367.4,136.42,0.586231
0.0117797,11358.1,136.147,0.586091
0.0117896,11348.9,135.875,0.585951
0.0117994,11339.6,135.603,0.585811
0.0118093,11330.4,135.333,0.585671
0.0118191,11321.1,135.062,0.585531
0.011829,11311.9,134.793,0.585391
0.0118388,11302.7,134.524,0.585252
0.0118487,11293.6,134.256,0.585112
0.0118585,11284.4,134.012,0.584973
0.0118684,11275.2,133.796,0.584834
0.0118782,11266.1,133.58,0.584695
0.0118881,11257,133.364,0.584556
0.0118979,11247.9,133.148,0.584417
0.0119078,11238.8,132.932,0.584278
0.0119176,11229.7,132.715,0.58414
0.0119275,11220.6,132.499,0.584001
