r_cm,E_Vcm,alpha_invcm,phi_w
0.0006,0,0,1.08575
0.00060985,0,0,1.08301
0.0006197,0,0,1.08033
0.00062955,0,0,1.07768
0.0006394,0,0,1.07507
0.00064925,0,0,1.07251
0.0006591,0,0,1.06998
0.00066895,0,0,1.06749
0.0006788,0,0,1.06503
0.00068865,0,0,1.06262
0.0006985,0,0,1.06023
0.00070835,0,0,1.05788
0.0007182,0,0,1.05556
0.00072805,0,0,1.05328
0.0007379,0,0,1.05102
0.00074775,0,0,1.0488
0.0007576,0,0,1.0466
0.00076745,0,0,1.04443
0.0007773,0,0,1.04229
0.00078715,0,0,1.04018
0.000797,0,0,1.03809
0.00080685,0,0,1.03603
0.0008167,0,0,1.03399
0.00082655,0,0,1.03198
0.0008364,0,0,1.02999
0.00084625,0,0,1.02802
0.0008561,0,0,1.02608
0.00086595,0,0,1.02416
0.0008758,0,0,1.02226
0.00088565,0,0,1.02038
0.0008955,0,0,1.01853
0.00090535,0,0,1.01669
0.0009152,0,0,1.01488
0.00092505,0,0,1.01308
0.0009349,0,0,1.0113
0.00094475,0,0,1.00954
0.0009546,0,0,1.0078
0.00096445,0,0,1.00608
0.0009743,0,0,1.00437
0.00098415,0,0,1.00268
0.000994,0,0,1.00101
0.00100385,132077,2683.1,0.999356
0.0010137,130794,2662.28,0.997717
0.00102355,129535,2641.86,0.996093
0.0010334,128301,2621.82,0.994486
0.00104325,127090,2602.17,0.992893
0.0010531,125901,2582.88,0.991316
0.00106295,124735,2563.95,0.989753
0.0010728,123590,2545.37,0.988205
0.00108265,122465,2527.13,0.986671
0.0010925,121362,2509.21,0.98515
0.00110235,120277,2491.62,0.983644
0.0011122,119212,2474.34,0.982151
0.00112205,118166,2457.36,0.98067
0.0011319,117138,2440.68,0.979203
0.00114175,116128,2424.28,0.977749
0.0011516,115135,2408.17,0.976307
0.00116145,114158,2392.32,0.974877
0.0011713,113199,2376.75,0.97346
0.00118115,112255,2361.43,0.972054
